"m","n","distribution","expected_params","bs_mean","t_interval_lower","t_interval_upper","likelihood_mle_lower","likelihood_mle_upper","likelihood_lr_lower","likelihood_lr_upper","nonparametric_lower","nonparametric_upper"
200,100,"normal","mean=0, sd=1",0.103279429619569,-0.0903045614101958,0.296863420649334,-0.0885060037812652,0.269317821053678,-0.0885060037812648,0.269317821053679,-0.0903045614101958,0.296863420649334
200,100,"t","df=10",0.111838172786943,-0.103359668919978,0.327036014493864,-0.116695173986035,0.33571144202842,-0.116695173986034,0.335711442028421,-0.103359668919978,0.327036014493864
200,100,"gamma","shape=2, rate=1",1.70183363076886,1.49323876788944,1.91042849364829,1.50258142386486,1.9404177207076,1.50258142386486,1.9404177207076,1.49323876788944,1.91042849364829
200,100,"lognormal","meanlog=0, sdlog=1",1.75246095674059,1.37669564081477,2.12822627266642,1.31501623216508,1.99007473667771,1.31501623216508,1.9900747366777,1.37669564081477,2.12822627266642
200,100,"weibull","shape=2, scale=1",0.891239595610595,0.807172901320026,0.975306289901164,0.795657150690465,0.974956428062647,0.795657150690465,0.974956428062646,0.807172901320026,0.975306289901164
200,1000,"normal","mean=0, sd=1",0.00765962863781696,-0.0508864979706629,0.0662057552462968,-0.0453380255086618,0.0775937573784377,-0.0453380255086602,0.0775937573784393,-0.0508864979706629,0.0662057552462968
200,1000,"t","df=10",-0.0134190570563276,-0.09387350144206,0.0670353873294047,-0.0919400360172709,0.0513613158841806,-0.0919400360172699,0.0513613158841816,-0.09387350144206,0.0670353873294047
200,1000,"gamma","shape=2, rate=1",1.88388922419779,1.8005342605101,1.96724418788548,1.79981424436112,1.96011579797153,1.79981424436111,1.96011579797152,1.8005342605101,1.96724418788548
200,1000,"lognormal","meanlog=0, sdlog=1",1.67431168756615,1.54474378895981,1.80387958617249,1.5409182384586,1.80245514806289,1.54091823845859,1.80245514806288,1.54474378895981,1.80387958617249
200,1000,"weibull","shape=2, scale=1",0.887316250339704,0.857172551936878,0.917459948742529,0.8615168323587,0.918877187852133,0.861516832358701,0.918877187852134,0.857172551936878,0.917459948742529
500,10,"normal","mean=0, sd=1",0.0878789483398604,-0.449697017307127,0.625454913986848,-0.516535835101875,0.665787123296199,-0.516535835101875,0.665787123296198,-0.449697017307127,0.625454913986848
500,10,"t","df=10",0.00583515995021217,-0.707625240227182,0.719295560127606,-0.77772213823778,0.827548614151669,-0.77772213823778,0.827548614151669,-0.707625240227182,0.719295560127606
500,10,"gamma","shape=2, rate=1",1.8016375797521,0.94083357682687,2.66244158267733,0.910191958870685,2.74826412292358,0.910191958870685,2.74826412292358,0.94083357682687,2.66244158267733
500,10,"lognormal","meanlog=0, sdlog=1",1.76981326184097,0.7118204281166,2.82780609556535,0.528779635555873,2.85070463947161,0.528779635555871,2.85070463947161,0.7118204281166,2.82780609556535
500,10,"weibull","shape=2, scale=1",0.770746989018454,0.515280761154623,1.02621321688229,0.488792415949567,1.0513918881281,0.488792415949567,1.0513918881281,0.515280761154623,1.02621321688229
500,50,"normal","mean=0, sd=1",0.0219308317556029,-0.213506825602463,0.257368489113669,-0.222234516283627,0.291041614480768,-0.222234516283627,0.291041614480769,-0.213506825602463,0.257368489113669
500,50,"t","df=10",0.0631495084802754,-0.247365059692246,0.373664076652797,-0.25767056240059,0.421885084906028,-0.257670562400591,0.421885084906028,-0.247365059692246,0.373664076652797
500,50,"gamma","shape=2, rate=1",1.5197260492094,1.1959818929364,1.84347020548239,1.2153594171202,1.84488693059187,1.2153594171202,1.84488693059187,1.1959818929364,1.84347020548239
500,50,"lognormal","meanlog=0, sdlog=1",1.61719672430652,1.17195461071176,2.06243883790127,1.11704249774623,2.05208768853064,1.11704249774623,2.05208768853064,1.17195461071176,2.06243883790127
500,50,"weibull","shape=2, scale=1",0.849945716527695,0.733106089882215,0.966785343173174,0.721417321210873,0.969263476957991,0.721417321210874,0.969263476957991,0.733106089882215,0.966785343173174
500,100,"normal","mean=0, sd=1",0.102988340576318,-0.0709892138289857,0.276965894981623,-0.0885060037812652,0.269317821053678,-0.0885060037812648,0.269317821053679,-0.0709892138289857,0.276965894981623
500,100,"t","df=10",0.118778396405756,-0.105585263015271,0.343142055826784,-0.116695173986035,0.33571144202842,-0.116695173986034,0.335711442028421,-0.105585263015271,0.343142055826784
500,100,"gamma","shape=2, rate=1",1.72515862380884,1.5108600012581,1.93945724635957,1.50258142386486,1.9404177207076,1.50258142386486,1.9404177207076,1.5108600012581,1.93945724635957
500,100,"lognormal","meanlog=0, sdlog=1",1.71499392588548,1.37568013873814,2.05430771303282,1.31501623216508,1.99007473667771,1.31501623216508,1.9900747366777,1.37568013873814,2.05430771303282
500,100,"weibull","shape=2, scale=1",0.887108222467746,0.802760859260099,0.971455585675392,0.795657150690465,0.974956428062647,0.795657150690465,0.974956428062646,0.802760859260099,0.971455585675392
500,1000,"normal","mean=0, sd=1",0.0110476812700139,-0.0503591309557339,0.0724544934957617,-0.0453380255086618,0.0775937573784377,-0.0453380255086602,0.0775937573784393,-0.0503591309557339,0.0724544934957617
500,1000,"t","df=10",-0.0221680016800093,-0.0942269784197568,0.0498909750597381,-0.0919400360172709,0.0513613158841806,-0.0919400360172699,0.0513613158841816,-0.0942269784197568,0.0498909750597381
500,1000,"gamma","shape=2, rate=1",1.88353316285996,1.80081476752184,1.96625155819807,1.79981424436112,1.96011579797153,1.79981424436111,1.96011579797152,1.80081476752184,1.96625155819807
500,1000,"lognormal","meanlog=0, sdlog=1",1.678278870093,1.54907039061161,1.80748734957438,1.5409182384586,1.80245514806289,1.54091823845859,1.80245514806288,1.54907039061161,1.80748734957438
500,1000,"weibull","shape=2, scale=1",0.888211598509264,0.859571947616227,0.916851249402301,0.8615168323587,0.918877187852133,0.861516832358701,0.918877187852134,0.859571947616227,0.916851249402301
1000,10,"normal","mean=0, sd=1",0.0898004914080636,-0.449923382156669,0.629524364972797,-0.516535835101875,0.665787123296199,-0.516535835101875,0.665787123296198,-0.449923382156669,0.629524364972797
1000,10,"t","df=10",0.0213736742278189,-0.721192352656003,0.763939701111641,-0.77772213823778,0.827548614151669,-0.77772213823778,0.827548614151669,-0.721192352656003,0.763939701111641
1000,10,"gamma","shape=2, rate=1",1.82515007525817,0.942860133746727,2.70744001676962,0.910191958870685,2.74826412292358,0.910191958870685,2.74826412292358,0.942860133746727,2.70744001676962
1000,10,"lognormal","meanlog=0, sdlog=1",1.78244447571218,0.714179231871895,2.85070971955247,0.528779635555873,2.85070463947161,0.528779635555871,2.85070463947161,0.714179231871895,2.85070971955247
1000,10,"weibull","shape=2, scale=1",0.792571397723359,0.524958915079494,1.06018388036722,0.488792415949567,1.0513918881281,0.488792415949567,1.0513918881281,0.524958915079494,1.06018388036722
1000,50,"normal","mean=0, sd=1",0.0336580911298823,-0.215876982021221,0.283193164280986,-0.222234516283627,0.291041614480768,-0.222234516283627,0.291041614480769,-0.215876982021221,0.283193164280986
1000,50,"t","df=10",0.0723267974960418,-0.245535592506299,0.390189187498382,-0.25767056240059,0.421885084906028,-0.257670562400591,0.421885084906028,-0.245535592506299,0.390189187498382
1000,50,"gamma","shape=2, rate=1",1.53682059770771,1.22301001550524,1.85063117991017,1.2153594171202,1.84488693059187,1.2153594171202,1.84488693059187,1.22301001550524,1.85063117991017
1000,50,"lognormal","meanlog=0, sdlog=1",1.63282926742035,1.1846656669332,2.08099286790749,1.11704249774623,2.05208768853064,1.11704249774623,2.05208768853064,1.1846656669332,2.08099286790749
1000,50,"weibull","shape=2, scale=1",0.845013608647582,0.718265282838505,0.97176193445666,0.721417321210873,0.969263476957991,0.721417321210874,0.969263476957991,0.718265282838505,0.97176193445666
1000,100,"normal","mean=0, sd=1",0.0960498570465786,-0.0771811320641617,0.269280846157319,-0.0885060037812652,0.269317821053678,-0.0885060037812648,0.269317821053679,-0.0771811320641617,0.269280846157319
1000,100,"t","df=10",0.115420278323971,-0.103918017632953,0.334758574280896,-0.116695173986035,0.33571144202842,-0.116695173986034,0.335711442028421,-0.103918017632953,0.334758574280896
1000,100,"gamma","shape=2, rate=1",1.72852647661982,1.50630382244554,1.9507491307941,1.50258142386486,1.9404177207076,1.50258142386486,1.9404177207076,1.50630382244554,1.9507491307941
1000,100,"lognormal","meanlog=0, sdlog=1",1.68345229278694,1.3592844594285,2.00762012614539,1.31501623216508,1.99007473667771,1.31501623216508,1.9900747366777,1.3592844594285,2.00762012614539
1000,100,"weibull","shape=2, scale=1",0.885990575709126,0.800676246334734,0.971304905083518,0.795657150690465,0.974956428062647,0.795657150690465,0.974956428062646,0.800676246334734,0.971304905083518
1000,1000,"normal","mean=0, sd=1",0.0156970366214873,-0.0459079990542495,0.0773020722972242,-0.0453380255086618,0.0775937573784377,-0.0453380255086602,0.0775937573784393,-0.0459079990542495,0.0773020722972242
1000,1000,"t","df=10",-0.0226423382251919,-0.0938517124295471,0.0485670359791633,-0.0919400360172709,0.0513613158841806,-0.0919400360172699,0.0513613158841816,-0.0938517124295471,0.0485670359791633
1000,1000,"gamma","shape=2, rate=1",1.88239223316318,1.80054849435194,1.96423597197443,1.79981424436112,1.96011579797153,1.79981424436111,1.96011579797152,1.80054849435194,1.96423597197443
1000,1000,"lognormal","meanlog=0, sdlog=1",1.68035106194446,1.54982652398325,1.81087559990568,1.5409182384586,1.80245514806289,1.54091823845859,1.80245514806288,1.54982652398325,1.81087559990568
1000,1000,"weibull","shape=2, scale=1",0.88820734230369,0.860092359867383,0.916322324739996,0.8615168323587,0.918877187852133,0.861516832358701,0.918877187852134,0.860092359867383,0.916322324739996
2000,10,"normal","mean=0, sd=1",0.112017232051287,-0.436509312910365,0.660543777012939,-0.516535835101875,0.665787123296199,-0.516535835101875,0.665787123296198,-0.436509312910365,0.660543777012939
2000,10,"t","df=10",0.0412476065749117,-0.735550849207176,0.818046062356999,-0.77772213823778,0.827548614151669,-0.77772213823778,0.827548614151669,-0.735550849207176,0.818046062356999
2000,10,"gamma","shape=2, rate=1",1.85683792249803,0.987398878577565,2.7262769664185,0.910191958870685,2.74826412292358,0.910191958870685,2.74826412292358,0.987398878577565,2.7262769664185
2000,10,"lognormal","meanlog=0, sdlog=1",1.8359241293706,0.739416624964653,2.93243163377654,0.528779635555873,2.85070463947161,0.528779635555871,2.85070463947161,0.739416624964653,2.93243163377654
2000,10,"weibull","shape=2, scale=1",0.786430998846942,0.516033853929892,1.05682814376399,0.488792415949567,1.0513918881281,0.488792415949567,1.0513918881281,0.516033853929892,1.05682814376399
2000,50,"normal","mean=0, sd=1",0.0349997302426417,-0.211516212491664,0.281515672976948,-0.222234516283627,0.291041614480768,-0.222234516283627,0.291041614480769,-0.211516212491664,0.281515672976948
2000,50,"t","df=10",0.0762363375676872,-0.253956957930669,0.406429633066044,-0.25767056240059,0.421885084906028,-0.257670562400591,0.421885084906028,-0.253956957930669,0.406429633066044
2000,50,"gamma","shape=2, rate=1",1.53408878258793,1.22266295905726,1.84551460611861,1.2153594171202,1.84488693059187,1.2153594171202,1.84488693059187,1.22266295905726,1.84551460611861
2000,50,"lognormal","meanlog=0, sdlog=1",1.6268535321233,1.17363630667743,2.08007075756918,1.11704249774623,2.05208768853064,1.11704249774623,2.05208768853064,1.17363630667743,2.08007075756918
2000,50,"weibull","shape=2, scale=1",0.84512453443598,0.719323454824724,0.970925614047235,0.721417321210873,0.969263476957991,0.721417321210874,0.969263476957991,0.719323454824724,0.970925614047235
2000,100,"normal","mean=0, sd=1",0.0952966287158073,-0.0794450417245464,0.270038299156161,-0.0885060037812652,0.269317821053678,-0.0885060037812648,0.269317821053679,-0.0794450417245464,0.270038299156161
2000,100,"t","df=10",0.113920950418449,-0.107375827074762,0.33521772791166,-0.116695173986035,0.33571144202842,-0.116695173986034,0.335711442028421,-0.107375827074762,0.33521772791166
2000,100,"gamma","shape=2, rate=1",1.72839632503012,1.50187868627138,1.95491396378885,1.50258142386486,1.9404177207076,1.50258142386486,1.9404177207076,1.50187868627138,1.95491396378885
2000,100,"lognormal","meanlog=0, sdlog=1",1.6889371070502,1.35009276720869,2.02778144689171,1.31501623216508,1.99007473667771,1.31501623216508,1.9900747366777,1.35009276720869,2.02778144689171
2000,100,"weibull","shape=2, scale=1",0.885956291416382,0.799295998711244,0.97261658412152,0.795657150690465,0.974956428062647,0.795657150690465,0.974956428062646,0.799295998711244,0.97261658412152
2000,1000,"normal","mean=0, sd=1",0.0155987112800956,-0.0459079990542495,0.0771054216144408,-0.0453380255086618,0.0775937573784377,-0.0453380255086602,0.0775937573784393,-0.0459079990542495,0.0771054216144408
2000,1000,"t","df=10",-0.0212105308098718,-0.0900860740554913,0.0476650124357476,-0.0919400360172709,0.0513613158841806,-0.0919400360172699,0.0513613158841816,-0.0900860740554913,0.0476650124357476
2000,1000,"gamma","shape=2, rate=1",1.88249603049634,1.80156742247891,1.96342463851377,1.79981424436112,1.96011579797153,1.79981424436111,1.96011579797152,1.80156742247891,1.96342463851377
2000,1000,"lognormal","meanlog=0, sdlog=1",1.68055044619555,1.54881588471392,1.81228500767718,1.5409182384586,1.80245514806289,1.54091823845859,1.80245514806288,1.54881588471392,1.81228500767718
2000,1000,"weibull","shape=2, scale=1",0.88982869424179,0.861903673726984,0.917753714756595,0.8615168323587,0.918877187852133,0.861516832358701,0.918877187852134,0.861903673726984,0.917753714756595
5000,10,"normal","mean=0, sd=1",0.102495166261508,-0.4448354702786,0.649825802801615,-0.516535835101875,0.665787123296199,-0.516535835101875,0.665787123296198,-0.4448354702786,0.649825802801615
5000,10,"t","df=10",0.0544495725864793,-0.721590929647402,0.83049007482036,-0.77772213823778,0.827548614151669,-0.77772213823778,0.827548614151669,-0.721590929647402,0.83049007482036
5000,10,"gamma","shape=2, rate=1",1.84972543875103,1.00395808986888,2.69549278763318,0.910191958870685,2.74826412292358,0.910191958870685,2.74826412292358,1.00395808986888,2.69549278763318
5000,10,"lognormal","meanlog=0, sdlog=1",1.82467997140976,0.731531756737385,2.91782818608213,0.528779635555873,2.85070463947161,0.528779635555871,2.85070463947161,0.731531756737385,2.91782818608213
5000,10,"weibull","shape=2, scale=1",0.791801020022405,0.517287684869668,1.06631435517514,0.488792415949567,1.0513918881281,0.488792415949567,1.0513918881281,0.517287684869668,1.06631435517514
5000,50,"normal","mean=0, sd=1",0.0390829663394208,-0.21151456109118,0.289680493770022,-0.222234516283627,0.291041614480768,-0.222234516283627,0.291041614480769,-0.21151456109118,0.289680493770022
5000,50,"t","df=10",0.0756722920658517,-0.257146942613389,0.408491526745092,-0.25767056240059,0.421885084906028,-0.257670562400591,0.421885084906028,-0.257146942613389,0.408491526745092
5000,50,"gamma","shape=2, rate=1",1.54290586894841,1.2237627045812,1.86204903331562,1.2153594171202,1.84488693059187,1.2153594171202,1.84488693059187,1.2237627045812,1.86204903331562
5000,50,"lognormal","meanlog=0, sdlog=1",1.62405636772875,1.16777724710637,2.08033548835112,1.11704249774623,2.05208768853064,1.11704249774623,2.05208768853064,1.16777724710637,2.08033548835112
5000,50,"weibull","shape=2, scale=1",0.845420570942842,0.721152698026142,0.969688443859543,0.721417321210873,0.969263476957991,0.721417321210874,0.969263476957991,0.721152698026142,0.969688443859543
5000,100,"normal","mean=0, sd=1",0.0895387861391218,-0.0925228649333227,0.271600437211566,-0.0885060037812652,0.269317821053678,-0.0885060037812648,0.269317821053679,-0.0925228649333227,0.271600437211566
5000,100,"t","df=10",0.113862496383606,-0.110539268902075,0.338264261669287,-0.116695173986035,0.33571144202842,-0.116695173986034,0.335711442028421,-0.110539268902075,0.338264261669287
5000,100,"gamma","shape=2, rate=1",1.72702030677618,1.50596335790124,1.94807725565111,1.50258142386486,1.9404177207076,1.50258142386486,1.9404177207076,1.50596335790124,1.94807725565111
5000,100,"lognormal","meanlog=0, sdlog=1",1.67593622268385,1.33821571230196,2.01365673306574,1.31501623216508,1.99007473667771,1.31501623216508,1.9900747366777,1.33821571230196,2.01365673306574
5000,100,"weibull","shape=2, scale=1",0.885187290854481,0.795113462750477,0.975261118958486,0.795657150690465,0.974956428062647,0.795657150690465,0.974956428062646,0.795113462750477,0.975261118958486
5000,1000,"normal","mean=0, sd=1",0.0173147114727809,-0.0440532861655641,0.078682709111126,-0.0453380255086618,0.0775937573784377,-0.0453380255086602,0.0775937573784393,-0.0440532861655641,0.078682709111126
5000,1000,"t","df=10",-0.0219962502330405,-0.0930154029659657,0.0490229024998846,-0.0919400360172709,0.0513613158841806,-0.0919400360172699,0.0513613158841816,-0.0930154029659657,0.0490229024998846
5000,1000,"gamma","shape=2, rate=1",1.88067973144729,1.79918759759276,1.96217186530182,1.79981424436112,1.96011579797153,1.79981424436111,1.96011579797152,1.79918759759276,1.96217186530182
5000,1000,"lognormal","meanlog=0, sdlog=1",1.6771387635433,1.54810192996759,1.806175597119,1.5409182384586,1.80245514806289,1.54091823845859,1.80245514806288,1.54810192996759,1.806175597119
5000,1000,"weibull","shape=2, scale=1",0.890068098781711,0.862231750852784,0.917904446710638,0.8615168323587,0.918877187852133,0.861516832358701,0.918877187852134,0.862231750852784,0.917904446710638
10000,10,"normal","mean=0, sd=1",0.0963764252673303,-0.459031036610639,0.651783887145299,-0.516535835101875,0.665787123296199,-0.516535835101875,0.665787123296198,-0.459031036610639,0.651783887145299
10000,10,"t","df=10",0.053830168934441,-0.702206287806704,0.809866625675586,-0.77772213823778,0.827548614151669,-0.77772213823778,0.827548614151669,-0.702206287806704,0.809866625675586
10000,10,"gamma","shape=2, rate=1",1.86042334137869,1.00862898469396,2.71221769806342,0.910191958870685,2.74826412292358,0.910191958870685,2.74826412292358,1.00862898469396,2.71221769806342
10000,10,"lognormal","meanlog=0, sdlog=1",1.82284274608145,0.728375526499804,2.91730996566309,0.528779635555873,2.85070463947161,0.528779635555871,2.85070463947161,0.728375526499804,2.91730996566309
10000,10,"weibull","shape=2, scale=1",0.790894268615879,0.519430438674568,1.06235809855719,0.488792415949567,1.0513918881281,0.488792415949567,1.0513918881281,0.519430438674568,1.06235809855719
10000,50,"normal","mean=0, sd=1",0.0395320265091276,-0.213159870727761,0.292223923746017,-0.222234516283627,0.291041614480768,-0.222234516283627,0.291041614480769,-0.213159870727761,0.292223923746017
10000,50,"t","df=10",0.0789132379544581,-0.257563050377529,0.415389526286446,-0.25767056240059,0.421885084906028,-0.257670562400591,0.421885084906028,-0.257563050377529,0.415389526286446
10000,50,"gamma","shape=2, rate=1",1.54434092164846,1.22924669813056,1.85943514516636,1.2153594171202,1.84488693059187,1.2153594171202,1.84488693059187,1.22924669813056,1.85943514516636
10000,50,"lognormal","meanlog=0, sdlog=1",1.6229437060963,1.16560468503993,2.08028272715267,1.11704249774623,2.05208768853064,1.11704249774623,2.05208768853064,1.16560468503993,2.08028272715267
10000,50,"weibull","shape=2, scale=1",0.846718274039766,0.723371984195115,0.970064563884417,0.721417321210873,0.969263476957991,0.721417321210874,0.969263476957991,0.723371984195115,0.970064563884417
10000,100,"normal","mean=0, sd=1",0.0897386955955063,-0.0897143800703157,0.269191771261328,-0.0885060037812652,0.269317821053678,-0.0885060037812648,0.269317821053679,-0.0897143800703157,0.269191771261328
10000,100,"t","df=10",0.112090878547587,-0.110537936622338,0.334719693717511,-0.116695173986035,0.33571144202842,-0.116695173986034,0.335711442028421,-0.110537936622338,0.334719693717511
10000,100,"gamma","shape=2, rate=1",1.72793484401463,1.50846231823962,1.94740736978965,1.50258142386486,1.9404177207076,1.50258142386486,1.9404177207076,1.50846231823962,1.94740736978965
10000,100,"lognormal","meanlog=0, sdlog=1",1.67520152707087,1.33726707690938,2.01313597723235,1.31501623216508,1.99007473667771,1.31501623216508,1.9900747366777,1.33726707690938,2.01313597723235
10000,100,"weibull","shape=2, scale=1",0.886043380291262,0.796610959152478,0.975475801430046,0.795657150690465,0.974956428062647,0.795657150690465,0.974956428062646,0.796610959152478,0.975475801430046
10000,1000,"normal","mean=0, sd=1",0.0172357224705564,-0.0441704155876815,0.0786418605287944,-0.0453380255086618,0.0775937573784377,-0.0453380255086602,0.0775937573784393,-0.0441704155876815,0.0786418605287944
10000,1000,"t","df=10",-0.0205514821677733,-0.0915270742111595,0.050424109875613,-0.0919400360172709,0.0513613158841806,-0.0919400360172699,0.0513613158841816,-0.0915270742111595,0.050424109875613
10000,1000,"gamma","shape=2, rate=1",1.88022964838064,1.80081004232401,1.95964925443726,1.79981424436112,1.96011579797153,1.79981424436111,1.96011579797152,1.80081004232401,1.95964925443726
10000,1000,"lognormal","meanlog=0, sdlog=1",1.6764215383887,1.54756036882776,1.80528270794963,1.5409182384586,1.80245514806289,1.54091823845859,1.80245514806288,1.54756036882776,1.80528270794963
10000,1000,"weibull","shape=2, scale=1",0.889743495684863,0.861301200421585,0.918185790948141,0.8615168323587,0.918877187852133,0.861516832358701,0.918877187852134,0.861301200421585,0.918185790948141
