"m","n","distribution","analytic_mean","bs_mean","BS_t_interval_lower","analytic_t_interval_lower","BS_t_interval_upper","analytic_t_interval_upper","analytic_se","BS_likelihood_mle_lower","BS_likelihood_lr_lower","BS_nonparametric_lower","BS_likelihood_mle_upper","BS_likelihood_lr_upper","BS_nonparametric_upper"
500,10,"lognormal",1.64872127070013,1.76981326184097,0.7118204281166,0.30919723443039,2.82780609556535,2.98824530696987,0.683430630749867,0.528779635555873,0.528804586985113,0.7118204281166,2.85070463947161,2.85071359727234,2.82780609556535
500,10,"weibull",1.77245385090552,0.770746989018454,0.515280761154623,1.19820149679894,1.02621321688229,2.34670620501209,0.292985894952335,0.488792415949567,0.488791169515714,0.515280761154623,1.0513918881281,1.05137361098177,1.02621321688229
500,50,"normal",0,0.0219308317556029,-0.213506825602463,-0.277185858225127,0.257368489113669,0.277185858225127,0.14142135623731,-0.222234516283627,-0.222201303862173,-0.213506825602463,0.291041614480768,0.29104797108057,0.257368489113669
500,50,"t",0,0.0631495084802754,-0.247365059692246,-0.309903210696501,0.373664076652797,0.309903210696501,0.158113883008419,-0.25767056240059,-0.257659935638279,-0.247365059692246,0.421885084906028,0.421877802247925,0.373664076652797
500,50,"gamma",2,1.5197260492094,1.1959818929364,1.608,1.84347020548239,2.392,0.2,1.2153594171202,1.21536584368923,1.1959818929364,1.84488693059187,1.84487852227164,1.84347020548239
500,50,"lognormal",1.64872127070013,1.61719672430652,1.17195461071176,1.04966791018132,2.06243883790127,2.24777463121893,0.305639469652452,1.11704249774623,1.1170563303709,1.17195461071176,2.05208768853064,2.05210000352734,2.06243883790127
500,50,"weibull",1.77245385090552,0.849945716527695,0.733106089882215,1.5156403909012,0.966785343173174,2.02926731090983,0.131027275512407,0.721417321210873,0.721421151663903,0.733106089882215,0.969263476957991,0.969286751329869,0.966785343173174
500,100,"normal",0,0.102988340576318,-0.0709892138289857,-0.196,0.276965894981623,0.196,0.1,-0.0885060037812652,-0.0884981167482067,-0.0709892138289857,0.269317821053678,0.269313296277802,0.276965894981623
500,100,"t",0,0.118778396405756,-0.105585263015271,-0.219134661794979,0.343142055826784,0.219134661794979,0.11180339887499,-0.116695173986035,-0.116690514527878,-0.105585263015271,0.33571144202842,0.335695890809306,0.343142055826784
500,100,"gamma",2,1.72515862380884,1.5108600012581,1.72281414177487,1.93945724635957,2.27718585822513,0.14142135623731,1.50258142386486,1.50259827616402,1.5108600012581,1.9404177207076,1.94044298708843,1.93945724635957
500,100,"lognormal",1.64872127070013,1.71499392588548,1.37568013873814,1.22512657718469,2.05430771303282,2.07231596421557,0.216119741589509,1.31501623216508,1.31502354785862,1.37568013873814,1.99007473667771,1.99006755671786,2.05430771303282
500,100,"weibull",1.77245385090552,0.887108222467746,0.802760859260099,1.59085931183648,0.971455585675392,1.95404838997455,0.0926502750352208,0.795657150690465,0.795632172239498,0.802760859260099,0.974956428062647,0.974954248524605,0.971455585675392
500,1000,"normal",0,0.0110476812700139,-0.0503591309557339,-0.0619806421393002,0.0724544934957617,0.0619806421393002,0.0316227766016838,-0.0453380255086618,-0.0453064406830156,-0.0503591309557339,0.0775937573784377,0.0775914044826883,0.0724544934957617
500,1000,"t",0,-0.0221680016800093,-0.0942269784197568,-0.0692964645562817,0.0498909750597381,0.0692964645562817,0.0353553390593274,-0.0919400360172709,-0.0919207662003981,-0.0942269784197568,0.0513613158841806,0.0513560705844982,0.0498909750597381
500,1000,"gamma",2,1.88353316285996,1.80081476752184,1.91234613528201,1.96625155819807,2.08765386471799,0.0447213595499958,1.79981424436112,1.79983332623091,1.80081476752184,1.96011579797153,1.96013433925185,1.96625155819807
500,1000,"lognormal",1.64872127070013,1.678278870093,1.54907039061161,1.51476886707315,1.80748734957438,1.7826736743271,0.0683430630749867,1.5409182384586,1.54092213151282,1.54907039061161,1.80245514806289,1.80245205340608,1.80748734957438
500,1000,"weibull",1.77245385090552,0.888211598509264,0.859571947616227,1.71502861549486,0.916851249402301,1.82987908631617,0.0292985894952335,0.8615168323587,0.861519406771417,0.859571947616227,0.918877187852133,0.918872686109055,0.916851249402301
1000,10,"normal",0,0.0898004914080636,-0.449923382156669,-0.619806421393002,0.629524364972797,0.619806421393002,0.316227766016838,-0.516535835101875,-0.516521175394773,-0.449923382156669,0.665787123296199,0.665774526889046,0.629524364972797
1000,10,"t",0,0.0213736742278189,-0.721192352656003,-0.692964645562816,0.763939701111641,0.692964645562816,0.353553390593274,-0.77772213823778,-0.77770338921598,-0.721192352656003,0.827548614151669,0.827529554137777,0.763939701111641
1000,10,"gamma",2,1.82515007525817,0.942860133746727,1.12346135282008,2.70744001676962,2.87653864717992,0.447213595499958,0.910191958870685,0.910189279355108,0.942860133746727,2.74826412292358,2.7482472429108,2.70744001676962
1000,10,"lognormal",1.64872127070013,1.78244447571218,0.714179231871895,0.30919723443039,2.85070971955247,2.98824530696987,0.683430630749867,0.528779635555873,0.528804586985113,0.714179231871895,2.85070463947161,2.85071359727234,2.85070971955247
1000,10,"weibull",1.77245385090552,0.792571397723359,0.524958915079494,1.19820149679894,1.06018388036722,2.34670620501209,0.292985894952335,0.488792415949567,0.488791169515714,0.524958915079494,1.0513918881281,1.05137361098177,1.06018388036722
1000,50,"normal",0,0.0336580911298823,-0.215876982021221,-0.277185858225127,0.283193164280986,0.277185858225127,0.14142135623731,-0.222234516283627,-0.222201303862173,-0.215876982021221,0.291041614480768,0.29104797108057,0.283193164280986
1000,50,"t",0,0.0723267974960418,-0.245535592506299,-0.309903210696501,0.390189187498382,0.309903210696501,0.158113883008419,-0.25767056240059,-0.257659935638279,-0.245535592506299,0.421885084906028,0.421877802247925,0.390189187498382
1000,50,"gamma",2,1.53682059770771,1.22301001550524,1.608,1.85063117991017,2.392,0.2,1.2153594171202,1.21536584368923,1.22301001550524,1.84488693059187,1.84487852227164,1.85063117991017
1000,50,"lognormal",1.64872127070013,1.63282926742035,1.1846656669332,1.04966791018132,2.08099286790749,2.24777463121893,0.305639469652452,1.11704249774623,1.1170563303709,1.1846656669332,2.05208768853064,2.05210000352734,2.08099286790749
1000,50,"weibull",1.77245385090552,0.845013608647582,0.718265282838505,1.5156403909012,0.97176193445666,2.02926731090983,0.131027275512407,0.721417321210873,0.721421151663903,0.718265282838505,0.969263476957991,0.969286751329869,0.97176193445666
1000,100,"normal",0,0.0960498570465786,-0.0771811320641617,-0.196,0.269280846157319,0.196,0.1,-0.0885060037812652,-0.0884981167482067,-0.0771811320641617,0.269317821053678,0.269313296277802,0.269280846157319
1000,100,"t",0,0.115420278323971,-0.103918017632953,-0.219134661794979,0.334758574280896,0.219134661794979,0.11180339887499,-0.116695173986035,-0.116690514527878,-0.103918017632953,0.33571144202842,0.335695890809306,0.334758574280896
1000,100,"gamma",2,1.72852647661982,1.50630382244554,1.72281414177487,1.9507491307941,2.27718585822513,0.14142135623731,1.50258142386486,1.50259827616402,1.50630382244554,1.9404177207076,1.94044298708843,1.9507491307941
1000,100,"lognormal",1.64872127070013,1.68345229278694,1.3592844594285,1.22512657718469,2.00762012614539,2.07231596421557,0.216119741589509,1.31501623216508,1.31502354785862,1.3592844594285,1.99007473667771,1.99006755671786,2.00762012614539
1000,100,"weibull",1.77245385090552,0.885990575709126,0.800676246334734,1.59085931183648,0.971304905083518,1.95404838997455,0.0926502750352208,0.795657150690465,0.795632172239498,0.800676246334734,0.974956428062647,0.974954248524605,0.971304905083518
1000,1000,"normal",0,0.0156970366214873,-0.0459079990542495,-0.0619806421393002,0.0773020722972242,0.0619806421393002,0.0316227766016838,-0.0453380255086618,-0.0453064406830156,-0.0459079990542495,0.0775937573784377,0.0775914044826883,0.0773020722972242
1000,1000,"t",0,-0.0226423382251919,-0.0938517124295471,-0.0692964645562817,0.0485670359791633,0.0692964645562817,0.0353553390593274,-0.0919400360172709,-0.0919207662003981,-0.0938517124295471,0.0513613158841806,0.0513560705844982,0.0485670359791633
1000,1000,"gamma",2,1.88239223316318,1.80054849435194,1.91234613528201,1.96423597197443,2.08765386471799,0.0447213595499958,1.79981424436112,1.79983332623091,1.80054849435194,1.96011579797153,1.96013433925185,1.96423597197443
1000,1000,"lognormal",1.64872127070013,1.68035106194446,1.54982652398325,1.51476886707315,1.81087559990568,1.7826736743271,0.0683430630749867,1.5409182384586,1.54092213151282,1.54982652398325,1.80245514806289,1.80245205340608,1.81087559990568
1000,1000,"weibull",1.77245385090552,0.88820734230369,0.860092359867383,1.71502861549486,0.916322324739996,1.82987908631617,0.0292985894952335,0.8615168323587,0.861519406771417,0.860092359867383,0.918877187852133,0.918872686109055,0.916322324739996
2000,10,"normal",0,0.112017232051287,-0.436509312910365,-0.619806421393002,0.660543777012939,0.619806421393002,0.316227766016838,-0.516535835101875,-0.516521175394773,-0.436509312910365,0.665787123296199,0.665774526889046,0.660543777012939
2000,10,"t",0,0.0412476065749117,-0.735550849207176,-0.692964645562816,0.818046062356999,0.692964645562816,0.353553390593274,-0.77772213823778,-0.77770338921598,-0.735550849207176,0.827548614151669,0.827529554137777,0.818046062356999
2000,10,"gamma",2,1.85683792249803,0.987398878577565,1.12346135282008,2.7262769664185,2.87653864717992,0.447213595499958,0.910191958870685,0.910189279355108,0.987398878577565,2.74826412292358,2.7482472429108,2.7262769664185
2000,10,"lognormal",1.64872127070013,1.8359241293706,0.739416624964653,0.30919723443039,2.93243163377654,2.98824530696987,0.683430630749867,0.528779635555873,0.528804586985113,0.739416624964653,2.85070463947161,2.85071359727234,2.93243163377654
2000,10,"weibull",1.77245385090552,0.786430998846942,0.516033853929892,1.19820149679894,1.05682814376399,2.34670620501209,0.292985894952335,0.488792415949567,0.488791169515714,0.516033853929892,1.0513918881281,1.05137361098177,1.05682814376399
2000,50,"normal",0,0.0349997302426417,-0.211516212491664,-0.277185858225127,0.281515672976948,0.277185858225127,0.14142135623731,-0.222234516283627,-0.222201303862173,-0.211516212491664,0.291041614480768,0.29104797108057,0.281515672976948
2000,50,"t",0,0.0762363375676872,-0.253956957930669,-0.309903210696501,0.406429633066044,0.309903210696501,0.158113883008419,-0.25767056240059,-0.257659935638279,-0.253956957930669,0.421885084906028,0.421877802247925,0.406429633066044
2000,50,"gamma",2,1.53408878258793,1.22266295905726,1.608,1.84551460611861,2.392,0.2,1.2153594171202,1.21536584368923,1.22266295905726,1.84488693059187,1.84487852227164,1.84551460611861
2000,50,"lognormal",1.64872127070013,1.6268535321233,1.17363630667743,1.04966791018132,2.08007075756918,2.24777463121893,0.305639469652452,1.11704249774623,1.1170563303709,1.17363630667743,2.05208768853064,2.05210000352734,2.08007075756918
2000,50,"weibull",1.77245385090552,0.84512453443598,0.719323454824724,1.5156403909012,0.970925614047235,2.02926731090983,0.131027275512407,0.721417321210873,0.721421151663903,0.719323454824724,0.969263476957991,0.969286751329869,0.970925614047235
2000,100,"normal",0,0.0952966287158073,-0.0794450417245464,-0.196,0.270038299156161,0.196,0.1,-0.0885060037812652,-0.0884981167482067,-0.0794450417245464,0.269317821053678,0.269313296277802,0.270038299156161
2000,100,"t",0,0.113920950418449,-0.107375827074762,-0.219134661794979,0.33521772791166,0.219134661794979,0.11180339887499,-0.116695173986035,-0.116690514527878,-0.107375827074762,0.33571144202842,0.335695890809306,0.33521772791166
2000,100,"gamma",2,1.72839632503012,1.50187868627138,1.72281414177487,1.95491396378885,2.27718585822513,0.14142135623731,1.50258142386486,1.50259827616402,1.50187868627138,1.9404177207076,1.94044298708843,1.95491396378885
2000,100,"lognormal",1.64872127070013,1.6889371070502,1.35009276720869,1.22512657718469,2.02778144689171,2.07231596421557,0.216119741589509,1.31501623216508,1.31502354785862,1.35009276720869,1.99007473667771,1.99006755671786,2.02778144689171
2000,100,"weibull",1.77245385090552,0.885956291416382,0.799295998711244,1.59085931183648,0.97261658412152,1.95404838997455,0.0926502750352208,0.795657150690465,0.795632172239498,0.799295998711244,0.974956428062647,0.974954248524605,0.97261658412152
2000,1000,"normal",0,0.0155987112800956,-0.0459079990542495,-0.0619806421393002,0.0771054216144408,0.0619806421393002,0.0316227766016838,-0.0453380255086618,-0.0453064406830156,-0.0459079990542495,0.0775937573784377,0.0775914044826883,0.0771054216144408
2000,1000,"t",0,-0.0212105308098718,-0.0900860740554913,-0.0692964645562817,0.0476650124357476,0.0692964645562817,0.0353553390593274,-0.0919400360172709,-0.0919207662003981,-0.0900860740554913,0.0513613158841806,0.0513560705844982,0.0476650124357476
2000,1000,"gamma",2,1.88249603049634,1.80156742247891,1.91234613528201,1.96342463851377,2.08765386471799,0.0447213595499958,1.79981424436112,1.79983332623091,1.80156742247891,1.96011579797153,1.96013433925185,1.96342463851377
2000,1000,"lognormal",1.64872127070013,1.68055044619555,1.54881588471392,1.51476886707315,1.81228500767718,1.7826736743271,0.0683430630749867,1.5409182384586,1.54092213151282,1.54881588471392,1.80245514806289,1.80245205340608,1.81228500767718
2000,1000,"weibull",1.77245385090552,0.88982869424179,0.861903673726984,1.71502861549486,0.917753714756595,1.82987908631617,0.0292985894952335,0.8615168323587,0.861519406771417,0.861903673726984,0.918877187852133,0.918872686109055,0.917753714756595
5000,10,"normal",0,0.102495166261508,-0.4448354702786,-0.619806421393002,0.649825802801615,0.619806421393002,0.316227766016838,-0.516535835101875,-0.516521175394773,-0.4448354702786,0.665787123296199,0.665774526889046,0.649825802801615
5000,10,"t",0,0.0544495725864793,-0.721590929647402,-0.692964645562816,0.83049007482036,0.692964645562816,0.353553390593274,-0.77772213823778,-0.77770338921598,-0.721590929647402,0.827548614151669,0.827529554137777,0.83049007482036
5000,10,"gamma",2,1.84972543875103,1.00395808986888,1.12346135282008,2.69549278763318,2.87653864717992,0.447213595499958,0.910191958870685,0.910189279355108,1.00395808986888,2.74826412292358,2.7482472429108,2.69549278763318
5000,10,"lognormal",1.64872127070013,1.82467997140976,0.731531756737385,0.30919723443039,2.91782818608213,2.98824530696987,0.683430630749867,0.528779635555873,0.528804586985113,0.731531756737385,2.85070463947161,2.85071359727234,2.91782818608213
5000,10,"weibull",1.77245385090552,0.791801020022405,0.517287684869668,1.19820149679894,1.06631435517514,2.34670620501209,0.292985894952335,0.488792415949567,0.488791169515714,0.517287684869668,1.0513918881281,1.05137361098177,1.06631435517514
5000,50,"normal",0,0.0390829663394208,-0.21151456109118,-0.277185858225127,0.289680493770022,0.277185858225127,0.14142135623731,-0.222234516283627,-0.222201303862173,-0.21151456109118,0.291041614480768,0.29104797108057,0.289680493770022
5000,50,"t",0,0.0756722920658517,-0.257146942613389,-0.309903210696501,0.408491526745092,0.309903210696501,0.158113883008419,-0.25767056240059,-0.257659935638279,-0.257146942613389,0.421885084906028,0.421877802247925,0.408491526745092
5000,50,"gamma",2,1.54290586894841,1.2237627045812,1.608,1.86204903331562,2.392,0.2,1.2153594171202,1.21536584368923,1.2237627045812,1.84488693059187,1.84487852227164,1.86204903331562
5000,50,"lognormal",1.64872127070013,1.62405636772875,1.16777724710637,1.04966791018132,2.08033548835112,2.24777463121893,0.305639469652452,1.11704249774623,1.1170563303709,1.16777724710637,2.05208768853064,2.05210000352734,2.08033548835112
5000,50,"weibull",1.77245385090552,0.845420570942842,0.721152698026142,1.5156403909012,0.969688443859543,2.02926731090983,0.131027275512407,0.721417321210873,0.721421151663903,0.721152698026142,0.969263476957991,0.969286751329869,0.969688443859543
5000,100,"normal",0,0.0895387861391218,-0.0925228649333227,-0.196,0.271600437211566,0.196,0.1,-0.0885060037812652,-0.0884981167482067,-0.0925228649333227,0.269317821053678,0.269313296277802,0.271600437211566
5000,100,"t",0,0.113862496383606,-0.110539268902075,-0.219134661794979,0.338264261669287,0.219134661794979,0.11180339887499,-0.116695173986035,-0.116690514527878,-0.110539268902075,0.33571144202842,0.335695890809306,0.338264261669287
5000,100,"gamma",2,1.72702030677618,1.50596335790124,1.72281414177487,1.94807725565111,2.27718585822513,0.14142135623731,1.50258142386486,1.50259827616402,1.50596335790124,1.9404177207076,1.94044298708843,1.94807725565111
5000,100,"lognormal",1.64872127070013,1.67593622268385,1.33821571230196,1.22512657718469,2.01365673306574,2.07231596421557,0.216119741589509,1.31501623216508,1.31502354785862,1.33821571230196,1.99007473667771,1.99006755671786,2.01365673306574
5000,100,"weibull",1.77245385090552,0.885187290854481,0.795113462750477,1.59085931183648,0.975261118958486,1.95404838997455,0.0926502750352208,0.795657150690465,0.795632172239498,0.795113462750477,0.974956428062647,0.974954248524605,0.975261118958486
5000,1000,"normal",0,0.0173147114727809,-0.0440532861655641,-0.0619806421393002,0.078682709111126,0.0619806421393002,0.0316227766016838,-0.0453380255086618,-0.0453064406830156,-0.0440532861655641,0.0775937573784377,0.0775914044826883,0.078682709111126
5000,1000,"t",0,-0.0219962502330405,-0.0930154029659657,-0.0692964645562817,0.0490229024998846,0.0692964645562817,0.0353553390593274,-0.0919400360172709,-0.0919207662003981,-0.0930154029659657,0.0513613158841806,0.0513560705844982,0.0490229024998846
5000,1000,"gamma",2,1.88067973144729,1.79918759759276,1.91234613528201,1.96217186530182,2.08765386471799,0.0447213595499958,1.79981424436112,1.79983332623091,1.79918759759276,1.96011579797153,1.96013433925185,1.96217186530182
5000,1000,"lognormal",1.64872127070013,1.6771387635433,1.54810192996759,1.51476886707315,1.806175597119,1.7826736743271,0.0683430630749867,1.5409182384586,1.54092213151282,1.54810192996759,1.80245514806289,1.80245205340608,1.806175597119
5000,1000,"weibull",1.77245385090552,0.890068098781711,0.862231750852784,1.71502861549486,0.917904446710638,1.82987908631617,0.0292985894952335,0.8615168323587,0.861519406771417,0.862231750852784,0.918877187852133,0.918872686109055,0.917904446710638
10000,10,"normal",0,0.0963764252673303,-0.459031036610639,-0.619806421393002,0.651783887145299,0.619806421393002,0.316227766016838,-0.516535835101875,-0.516521175394773,-0.459031036610639,0.665787123296199,0.665774526889046,0.651783887145299
10000,10,"t",0,0.053830168934441,-0.702206287806704,-0.692964645562816,0.809866625675586,0.692964645562816,0.353553390593274,-0.77772213823778,-0.77770338921598,-0.702206287806704,0.827548614151669,0.827529554137777,0.809866625675586
10000,10,"gamma",2,1.86042334137869,1.00862898469396,1.12346135282008,2.71221769806342,2.87653864717992,0.447213595499958,0.910191958870685,0.910189279355108,1.00862898469396,2.74826412292358,2.7482472429108,2.71221769806342
10000,10,"lognormal",1.64872127070013,1.82284274608145,0.728375526499804,0.30919723443039,2.91730996566309,2.98824530696987,0.683430630749867,0.528779635555873,0.528804586985113,0.728375526499804,2.85070463947161,2.85071359727234,2.91730996566309
10000,10,"weibull",1.77245385090552,0.790894268615879,0.519430438674568,1.19820149679894,1.06235809855719,2.34670620501209,0.292985894952335,0.488792415949567,0.488791169515714,0.519430438674568,1.0513918881281,1.05137361098177,1.06235809855719
10000,50,"normal",0,0.0395320265091276,-0.213159870727761,-0.277185858225127,0.292223923746017,0.277185858225127,0.14142135623731,-0.222234516283627,-0.222201303862173,-0.213159870727761,0.291041614480768,0.29104797108057,0.292223923746017
10000,50,"t",0,0.0789132379544581,-0.257563050377529,-0.309903210696501,0.415389526286446,0.309903210696501,0.158113883008419,-0.25767056240059,-0.257659935638279,-0.257563050377529,0.421885084906028,0.421877802247925,0.415389526286446
10000,50,"gamma",2,1.54434092164846,1.22924669813056,1.608,1.85943514516636,2.392,0.2,1.2153594171202,1.21536584368923,1.22924669813056,1.84488693059187,1.84487852227164,1.85943514516636
10000,50,"lognormal",1.64872127070013,1.6229437060963,1.16560468503993,1.04966791018132,2.08028272715267,2.24777463121893,0.305639469652452,1.11704249774623,1.1170563303709,1.16560468503993,2.05208768853064,2.05210000352734,2.08028272715267
10000,50,"weibull",1.77245385090552,0.846718274039766,0.723371984195115,1.5156403909012,0.970064563884417,2.02926731090983,0.131027275512407,0.721417321210873,0.721421151663903,0.723371984195115,0.969263476957991,0.969286751329869,0.970064563884417
10000,100,"normal",0,0.0897386955955063,-0.0897143800703157,-0.196,0.269191771261328,0.196,0.1,-0.0885060037812652,-0.0884981167482067,-0.0897143800703157,0.269317821053678,0.269313296277802,0.269191771261328
10000,100,"t",0,0.112090878547587,-0.110537936622338,-0.219134661794979,0.334719693717511,0.219134661794979,0.11180339887499,-0.116695173986035,-0.116690514527878,-0.110537936622338,0.33571144202842,0.335695890809306,0.334719693717511
10000,100,"gamma",2,1.72793484401463,1.50846231823962,1.72281414177487,1.94740736978965,2.27718585822513,0.14142135623731,1.50258142386486,1.50259827616402,1.50846231823962,1.9404177207076,1.94044298708843,1.94740736978965
10000,100,"lognormal",1.64872127070013,1.67520152707087,1.33726707690938,1.22512657718469,2.01313597723235,2.07231596421557,0.216119741589509,1.31501623216508,1.31502354785862,1.33726707690938,1.99007473667771,1.99006755671786,2.01313597723235
10000,100,"weibull",1.77245385090552,0.886043380291262,0.796610959152478,1.59085931183648,0.975475801430046,1.95404838997455,0.0926502750352208,0.795657150690465,0.795632172239498,0.796610959152478,0.974956428062647,0.974954248524605,0.975475801430046
10000,1000,"normal",0,0.0172357224705564,-0.0441704155876815,-0.0619806421393002,0.0786418605287944,0.0619806421393002,0.0316227766016838,-0.0453380255086618,-0.0453064406830156,-0.0441704155876815,0.0775937573784377,0.0775914044826883,0.0786418605287944
10000,1000,"t",0,-0.0205514821677733,-0.0915270742111595,-0.0692964645562817,0.050424109875613,0.0692964645562817,0.0353553390593274,-0.0919400360172709,-0.0919207662003981,-0.0915270742111595,0.0513613158841806,0.0513560705844982,0.050424109875613
10000,1000,"gamma",2,1.88022964838064,1.80081004232401,1.91234613528201,1.95964925443726,2.08765386471799,0.0447213595499958,1.79981424436112,1.79983332623091,1.80081004232401,1.96011579797153,1.96013433925185,1.95964925443726
10000,1000,"lognormal",1.64872127070013,1.6764215383887,1.54756036882776,1.51476886707315,1.80528270794963,1.7826736743271,0.0683430630749867,1.5409182384586,1.54092213151282,1.54756036882776,1.80245514806289,1.80245205340608,1.80528270794963
10000,1000,"weibull",1.77245385090552,0.889743495684863,0.861301200421585,1.71502861549486,0.918185790948141,1.82987908631617,0.0292985894952335,0.8615168323587,0.861519406771417,0.861301200421585,0.918877187852133,0.918872686109055,0.918185790948141
